league,year,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,wins,draws,loses,pts,npxGD,ppda_coef,oppda_coef,team,xG_diff,xGA_diff,xpts_diff
Bundesliga,2014,h,2.57012,1.19842,2.57012,1.19842,5,4,2,1,2.3486,w,1,0,0,3,1.3717,9.625,21.85,Bayern Munich,0.57012,0.19842,-0.6514
Bundesliga,2014,a,1.50328,1.30795,1.50328,1.30795,10,1,1,1,1.5143,d,0,1,0,1,0.19533,4.756097561,17.69565217,Bayern Munich,0.50328,0.30795,0.5143
Bundesliga,2014,h,1.22987,0.310166,1.22987,0.310166,13,3,2,0,2.1588,w,1,0,0,3,0.919704,5.060606061,16.96153846,Bayern Munich,-0.77013,0.310166,-0.8412
Bundesliga,2014,a,1.03519,0.203118,1.03519,0.203118,6,2,0,0,2.1367,d,0,1,0,1,0.832072,4.423076923,9.446808511,Bayern Munich,1.03519,0.203118,1.1367
Bundesliga,2014,h,3.48286,0.402844,3.48286,0.402844,23,2,4,0,2.9287,w,1,0,0,3,3.080016,4.25,44.8,Bayern Munich,-0.51714,0.402844,-0.0713
Bundesliga,2014,a,3.46966,0.821798,3.46966,0.821798,27,0,2,0,2.8138,w,1,0,0,3,2.647862,5.44,44.09090909,Bayern Munich,1.46966,0.821798,-0.1862
Bundesliga,2014,h,2.69879,0.443178,2.69879,0.443178,14,5,4,0,2.7325,w,1,0,0,3,2.255612,11,52.375,Bayern Munich,-1.30121,0.443178,-0.2675
Bundesliga,2014,h,2.49826,0,1.74049,0,16,0,6,0,2.9392,w,1,0,0,3,1.74049,3.633333333,28.8,Bayern Munich,-3.50174,0,-0.0608
Bundesliga,2014,a,1.2047,0.648384,1.2047,0.648384,5,7,0,0,1.8346,d,0,1,0,1,0.556316,6.3,26.85714286,Bayern Munich,1.2047,0.648384,0.8346
Bundesliga,2014,h,2.64367,0.942884,1.88605,0.942884,11,3,2,1,2.4956,w,1,0,0,3,0.943166,6.193548387,13.4,Bayern Munich,0.64367,-0.057116,-0.5044
Bundesliga,2014,a,3.03467,0.222447,3.03467,0.222447,13,1,4,0,2.9607,w,1,0,0,3,2.812223,6.12,8.326530612,Bayern Munich,-0.96533,0.222447,-0.0393
Bundesliga,2014,h,2.08656,1.38014,2.08656,1.38014,12,6,4,0,1.8595,w,1,0,0,3,0.70642,5.88,9,Bayern Munich,-1.91344,1.38014,-1.1405
Bundesliga,2014,a,1.94047,0.25622,1.94047,0.25622,19,1,1,0,2.6238,w,1,0,0,3,1.68425,4.269230769,20.6,Bayern Munich,0.94047,0.25622,-0.3762
Bundesliga,2014,h,0.947473,0.389245,0.947473,0.389245,3,1,1,0,1.9043,w,1,0,0,3,0.558228,7.181818182,11.71875,Bayern Munich,-0.052527,0.389245,-1.0957
Bundesliga,2014,a,2.21868,0.286173,2.21868,0.286173,13,0,4,0,2.6733,w,1,0,0,3,1.932507,5.652173913,14.90625,Bayern Munich,-1.78132,0.286173,-0.3267
Bundesliga,2014,h,2.98351,0.0497566,2.98351,0.0497566,32,1,2,0,2.9836,w,1,0,0,3,2.9337534,3.851851852,91.8,Bayern Munich,0.98351,0.0497566,-0.0164
Bundesliga,2014,a,0.831278,0.490212,0.831278,0.490212,7,1,2,1,1.6329,w,1,0,0,3,0.341066,4.210526316,18.90909091,Bayern Munich,-1.168722,-0.509788,-1.3671
Bundesliga,2014,a,1.91633,2.18248,1.91633,2.18248,12,3,1,4,1.1688,l,0,0,1,0,-0.26615,4.878787879,13.8,Bayern Munich,0.91633,-1.81752,1.1688
Bundesliga,2014,h,0.376661,0.994575,0.376661,0.236798,5,1,1,1,0.5921,d,0,1,0,1,0.139863,9.954545455,12.66666667,Bayern Munich,-0.623339,-0.005425,-0.4079
Bundesliga,2014,a,0.0975022,0.132112,0.0975022,0.132112,1,1,2,0,1.0552,w,1,0,0,3,-0.0346098,4.166666667,25.90909091,Bayern Munich,-1.9024978,0.132112,-1.9448
Bundesliga,2014,h,4.17851,0.230619,3.42073,0.230619,11,0,8,0,2.9856,w,1,0,0,3,3.190111,7.458333333,25.54545455,Bayern Munich,-3.82149,0.230619,-0.0144
Bundesliga,2014,a,3.12815,0.380499,2.37038,0.380499,15,1,6,0,2.9059,w,1,0,0,3,1.989881,4.181818182,33.53333333,Bayern Munich,-2.87185,0.380499,-0.0941
Bundesliga,2014,h,3.92268,0.494166,3.92268,0.494166,19,1,4,1,2.9544,w,1,0,0,3,3.428514,6.111111111,44.3,Bayern Munich,-0.07732,-0.505834,-0.0456
Bundesliga,2014,a,1.33559,0.205925,0.577811,0.205925,3,0,3,1,2.5083,w,1,0,0,3,0.371886,4.095238095,40.45454545,Bayern Munich,-1.66441,-0.794075,-0.4917
Bundesliga,2014,a,2.18396,0.290321,2.18396,0.290321,10,3,4,0,2.7848,w,1,0,0,3,1.893639,4.727272727,12.29411765,Bayern Munich,-1.81604,0.290321,-0.2152
Bundesliga,2014,h,0.70739,0.604102,0.70739,0.604102,13,3,0,2,1.3739,l,0,0,1,0,0.103288,7.181818182,47.3,Bayern Munich,0.70739,-1.395898,1.3739
Bundesliga,2014,a,0.759126,0.51879,0.759126,0.51879,3,8,1,0,1.6036,w,1,0,0,3,0.240336,7.617647059,6.875,Bayern Munich,-0.240874,0.51879,-1.3964
Bundesliga,2014,h,2.15165,0.243596,2.15165,0.243596,19,1,3,0,2.8382,w,1,0,0,3,1.908054,8.78125,21.54545455,Bayern Munich,-0.84835,0.243596,-0.1618
Bundesliga,2014,a,1.52453,0.668652,1.52453,0.668652,14,3,2,0,2.0644,w,1,0,0,3,0.855878,4.888888889,15.15384615,Bayern Munich,-0.47547,0.668652,-0.9356
Bundesliga,2014,h,0.896545,0.951998,0.896545,0.951998,8,2,1,0,1.2135,w,1,0,0,3,-0.055453,3.625,20,Bayern Munich,-0.103455,0.951998,-1.7865
Bundesliga,2014,a,1.20915,1.12021,1.20915,1.12021,1,8,0,2,1.4664,l,0,0,1,0,0.08894,4.875,5.061538462,Bayern Munich,1.20915,-0.87979,1.4664
Bundesliga,2014,h,1.17797,2.58299,1.17797,1.82521,11,5,0,1,0.4567,l,0,0,1,0,-0.64724,4.870967742,23.05882353,Bayern Munich,1.17797,1.58299,0.4567
Bundesliga,2014,a,1.91964,0.656099,1.91964,0.656099,4,3,1,2,2.3591,l,0,0,1,0,1.263541,4.428571429,25,Bayern Munich,0.91964,-1.343901,2.3591
Bundesliga,2014,h,2.34132,0.328659,1.58355,0.328659,10,2,2,0,2.7398,w,1,0,0,3,1.254891,6.2,26.73684211,Bayern Munich,0.34132,0.328659,-0.2602
Bundesliga,2014,a,0.913337,0.522276,0.913337,0.522276,2,4,0,0,1.6997,d,0,1,0,1,0.391061,7.068965517,13.08,Hamburger SV,0.913337,0.522276,0.6997
Bundesliga,2014,h,1.14049,2.37004,1.14049,2.37004,5,2,0,3,0.466,l,0,0,1,0,-1.22955,3.828571429,9.828571429,Hamburger SV,1.14049,-0.62996,0.466
Bundesliga,2014,a,0.976735,2.22631,0.976735,2.22631,9,9,0,2,0.4412,l,0,0,1,0,-1.249575,6.228571429,5.081081081,Hamburger SV,0.976735,0.22631,0.4412
Bundesliga,2014,h,0.203118,1.03519,0.203118,1.03519,2,6,0,0,0.5281,d,0,1,0,1,-0.832072,9.446808511,4.423076923,Hamburger SV,0.203118,1.03519,-0.4719
Bundesliga,2014,a,0.560569,2.38906,0.560569,2.38906,2,4,0,1,0.1971,l,0,0,1,0,-1.828491,10.35,7.533333333,Hamburger SV,0.560569,1.38906,0.1971
Bundesliga,2014,h,1.09327,0.232889,1.09327,0.232889,6,2,1,2,2.1553,l,0,0,1,0,0.860381,3.931034483,8.2,Hamburger SV,0.09327,-1.767111,2.1553
Bundesliga,2014,a,1.42953,1.20017,1.42953,1.20017,4,7,1,0,1.5515,w,1,0,0,3,0.22936,7.333333333,4.142857143,Hamburger SV,0.42953,1.20017,-1.4485
Bundesliga,2014,h,1.82378,1.55868,1.82378,1.55868,6,3,1,1,1.5584,d,0,1,0,1,0.2651,5.178571429,7.971428571,Hamburger SV,0.82378,0.55868,0.5584
Bundesliga,2014,a,0.784655,2.51297,0.784655,2.51297,5,6,0,3,0.2351,l,0,0,1,0,-1.728315,3,8.413793103,Hamburger SV,0.784655,-0.48703,0.2351
Bundesliga,2014,h,1.33863,0.426376,0.580852,0.426376,2,2,1,0,2.2859,w,1,0,0,3,0.154476,3.75,3.4,Hamburger SV,0.33863,0.426376,-0.7141
Bundesliga,2014,a,0.488693,1.95442,0.488693,1.95442,3,4,0,2,0.3504,l,0,0,1,0,-1.465727,8.709677419,11.68181818,Hamburger SV,0.488693,-0.04558,0.3504
Bundesliga,2014,h,2.60596,1.14769,2.60596,1.14769,6,2,2,0,2.434,w,1,0,0,3,1.45827,4,10.35714286,Hamburger SV,0.60596,1.14769,-0.566
Bundesliga,2014,a,1.12309,2.79213,1.12309,2.03436,9,0,1,3,0.2884,l,0,0,1,0,-0.91127,4.261904762,5.882352941,Hamburger SV,0.12309,-0.20787,0.2884
Bundesliga,2014,h,2.03325,1.02472,1.27547,1.02472,8,5,2,1,2.1333,w,1,0,0,3,0.25075,5.775,3.233333333,Hamburger SV,0.03325,0.02472,-0.8667
Bundesliga,2014,a,0.518828,1.46439,0.518828,0.706771,4,7,0,0,0.5103,d,0,1,0,1,-0.187943,7.444444444,7.555555556,Hamburger SV,0.518828,1.46439,-0.4897
Bundesliga,2014,h,0.436429,1.36453,0.436429,1.36453,8,9,0,1,0.5574,l,0,0,1,0,-0.928101,5.15625,12.5,Hamburger SV,0.436429,0.36453,0.5574
Bundesliga,2014,a,1.3688,1.52587,1.3688,1.52587,2,2,0,0,1.2599,d,0,1,0,1,-0.15707,11.65384615,7.34375,Hamburger SV,1.3688,1.52587,0.2599
Bundesliga,2014,h,0.601293,1.16042,0.601293,1.16042,5,9,0,2,0.8507,l,0,0,1,0,-0.559127,12.82608696,13.33333333,Hamburger SV,0.601293,-0.83958,0.8507
Bundesliga,2014,a,2.21275,0.81246,1.45497,0.81246,5,8,3,0,2.4535,w,1,0,0,3,0.64251,9.84375,4.5,Hamburger SV,-0.78725,0.81246,-0.5465
Bundesliga,2014,h,0.674771,2.24545,0.674771,1.48767,2,7,2,1,0.3214,w,1,0,0,3,-0.812899,10.94594595,6.315789474,Hamburger SV,-1.325229,1.24545,-2.6786
Bundesliga,2014,a,0.230619,4.17851,0.230619,3.42073,0,11,0,8,0.009,l,0,0,1,0,-3.190111,25.54545455,7.458333333,Hamburger SV,0.230619,-3.82149,0.009
Bundesliga,2014,h,1.04376,0.657812,1.04376,0.657812,8,8,1,1,1.6813,d,0,1,0,1,0.385948,16.04761905,10.43478261,Hamburger SV,0.04376,-0.342188,0.6813
Bundesliga,2014,a,1.43145,2.21323,1.43145,0.697676,1,7,1,2,0.7596,l,0,0,1,0,0.733774,9.19047619,4.885714286,Hamburger SV,0.43145,0.21323,0.7596
Bundesliga,2014,h,0.735406,0.505015,0.735406,0.505015,2,7,0,0,1.6239,d,0,1,0,1,0.230391,10.73076923,2.709677419,Hamburger SV,0.735406,0.505015,0.6239
Bundesliga,2014,a,0.438761,2.66878,0.438761,1.91101,3,11,0,3,0.1438,l,0,0,1,0,-1.472249,15.05,3.648648649,Hamburger SV,0.438761,-0.33122,0.1438
Bundesliga,2014,h,0.482112,0.7084,0.482112,0.7084,6,3,0,1,1.0384,l,0,0,1,0,-0.226288,4.088235294,8.363636364,Hamburger SV,0.482112,-0.2916,1.0384
Bundesliga,2014,a,0.35348,3.81979,0.35348,3.81979,2,9,0,4,0.0258,l,0,0,1,0,-3.46631,10,5.575,Hamburger SV,0.35348,-0.18021,0.0258
Bundesliga,2014,h,0.141435,2.16383,0.141435,2.16383,0,2,0,2,0.1204,l,0,0,1,0,-2.022395,7.413793103,6.742857143,Hamburger SV,0.141435,0.16383,0.1204
Bundesliga,2014,a,0.433841,1.3478,0.433841,0.590108,4,3,0,1,0.4955,l,0,0,1,0,-0.156267,6.28125,4.212121212,Hamburger SV,0.433841,0.3478,0.4955
Bundesliga,2014,h,1.7695,1.44372,1.7695,1.44372,5,3,3,2,1.6079,w,1,0,0,3,0.32578,12.07407407,5.888888889,Hamburger SV,-1.2305,-0.55628,-1.3921
Bundesliga,2014,a,0.602455,0.667039,0.602455,0.667039,1,7,2,1,1.2279,w,1,0,0,3,-0.064584,12.48,6.52173913,Hamburger SV,-1.397545,-0.332961,-1.7721
Bundesliga,2014,h,1.56791,1.88887,1.56791,1.88887,3,9,1,1,1.0801,d,0,1,0,1,-0.32096,4.382352941,10.70833333,Hamburger SV,0.56791,0.88887,0.0801
Bundesliga,2014,a,0.197392,2.50374,0.197392,2.50374,4,2,1,2,0.1036,l,0,0,1,0,-2.306348,5.714285714,7.625,Hamburger SV,-0.802608,0.50374,0.1036
Bundesliga,2014,h,1.10308,1.09683,1.10308,1.09683,4,5,2,0,1.3729,w,1,0,0,3,0.00625,6.060606061,9.259259259,Hamburger SV,-0.89692,1.09683,-1.6271
Bundesliga,2014,a,1.14915,0.482324,1.14915,0.482324,5,2,2,0,1.9526,w,1,0,0,3,0.666826,5.8,3.333333333,Bayer Leverkusen,-0.85085,0.482324,-1.0474
Bundesliga,2014,h,2.53036,0.712547,2.53036,0.712547,8,3,4,2,2.5863,w,1,0,0,3,1.817813,3.956521739,9.375,Bayer Leverkusen,-1.46964,-1.287453,-0.4137
Bundesliga,2014,h,1.98321,1.72618,1.98321,1.72618,13,4,3,3,1.5231,d,0,1,0,1,0.25703,4.066666667,7,Bayer Leverkusen,-1.01679,-1.27382,0.5231
Bundesliga,2014,a,0.616799,1.55879,0.616799,0.801015,3,7,1,4,0.5587,l,0,0,1,0,-0.184216,11.51612903,4.903225806,Bayer Leverkusen,-0.383201,-2.44121,0.5587
Bundesliga,2014,h,1.65235,0.571159,1.65235,0.571159,6,4,1,0,2.3022,w,1,0,0,3,1.081191,6.125,5.571428571,Bayer Leverkusen,0.65235,0.571159,-0.6978
Bundesliga,2014,a,1.17679,0.722358,1.17679,0.722358,5,2,0,0,1.7383,d,0,1,0,1,0.454432,7.896551724,6.636363636,Bayer Leverkusen,1.17679,0.722358,0.7383
Bundesliga,2014,h,1.60118,1.12552,1.60118,1.12552,11,1,2,2,1.7384,d,0,1,0,1,0.47566,2.755102041,7.352941176,Bayer Leverkusen,-0.39882,-0.87448,0.7384
Bundesliga,2014,a,1.86824,1.30466,1.86824,1.30466,4,3,3,3,1.7886,d,0,1,0,1,0.56358,8.363636364,5.451612903,Bayer Leverkusen,-1.13176,-1.69534,0.7886
Bundesliga,2014,h,0.837202,0.145365,0.837202,0.145365,11,2,1,0,1.9767,w,1,0,0,3,0.691837,8.115384615,9.857142857,Bayer Leverkusen,-0.162798,0.145365,-1.0233
Bundesliga,2014,a,0.426376,1.33863,0.426376,0.580852,2,2,0,1,0.4736,l,0,0,1,0,-0.154476,3.4,3.75,Bayer Leverkusen,0.426376,0.33863,0.4736
Bundesliga,2014,h,2.07319,0.293271,2.07319,0.293271,11,2,0,0,2.6337,d,0,1,0,1,1.779919,8.863636364,5.166666667,Bayer Leverkusen,2.07319,0.293271,1.6337
Bundesliga,2014,a,2.36608,0.780087,2.36608,0.780087,9,4,3,1,2.4726,w,1,0,0,3,1.585993,4.142857143,4.692307692,Bayer Leverkusen,-0.63392,-0.219913,-0.5274
Bundesliga,2014,h,2.37812,0.950144,2.37812,0.192367,7,1,5,1,2.4123,w,1,0,0,3,2.185753,4.885714286,24.91666667,Bayer Leverkusen,-2.62188,-0.049856,-0.5877
Bundesliga,2014,a,0.389245,0.947473,0.389245,0.947473,1,3,0,1,0.7283,l,0,0,1,0,-0.558228,11.71875,7.181818182,Bayer Leverkusen,0.389245,-0.052527,0.7283
Bundesliga,2014,h,1.01373,1.15522,1.01373,1.15522,13,2,1,1,1.1935,d,0,1,0,1,-0.14149,6.454545455,12.15789474,Bayer Leverkusen,0.01373,0.15522,0.1935
Bundesliga,2014,a,2.17898,0.443131,2.17898,0.443131,13,4,1,0,2.6282,w,1,0,0,3,1.735849,3.931034483,4.333333333,Bayer Leverkusen,1.17898,0.443131,-0.3718
Bundesliga,2014,h,0.861769,1.45883,0.861769,0.701052,6,4,1,1,0.8013,d,0,1,0,1,0.160717,3.864864865,5.892857143,Bayer Leverkusen,-0.138231,0.45883,-0.1987
Bundesliga,2014,h,0.341818,0.451401,0.341818,0.451401,6,0,0,0,1.1077,d,0,1,0,1,-0.109583,2.41025641,5.487804878,Bayer Leverkusen,0.341818,0.451401,0.1077
Bundesliga,2014,a,1.06863,0.531751,1.06863,0.531751,3,0,1,0,1.8538,w,1,0,0,3,0.536879,6.517241379,7.666666667,Bayer Leverkusen,0.06863,0.531751,-1.1462
Bundesliga,2014,a,1.74921,0.885549,1.74921,0.885549,17,3,1,2,2.1607,l,0,0,1,0,0.863661,3.1875,6.741935484,Bayer Leverkusen,0.74921,-1.114451,2.1607
Bundesliga,2014,h,1.98748,2.08631,1.98748,2.08631,7,4,4,5,1.3092,l,0,0,1,0,-0.09883,4.893617021,5.92,Bayer Leverkusen,-2.01252,-2.91369,1.3092
Bundesliga,2014,a,1.93428,1.92692,1.93428,1.92692,8,10,2,2,1.373,d,0,1,0,1,0.00736,6.869565217,3.487179487,Bayer Leverkusen,-0.06572,-0.07308,0.373
Bundesliga,2014,h,0.57152,0.271169,0.57152,0.271169,8,3,1,0,1.5711,w,1,0,0,3,0.300351,6.292682927,12.45454545,Bayer Leverkusen,-0.42848,0.271169,-1.4289
Bundesliga,2014,a,1.17926,0.755297,1.17926,0.755297,10,6,3,0,1.7505,w,1,0,0,3,0.423963,2.85106383,9.48,Bayer Leverkusen,-1.82074,0.755297,-1.2495
Bundesliga,2014,h,1.59835,1.03528,1.59835,1.03528,4,3,4,0,1.8148,w,1,0,0,3,0.56307,4.222222222,8.423076923,Bayer Leverkusen,-2.40165,1.03528,-1.1852
Bundesliga,2014,a,1.3174,1.79663,1.3174,1.79663,7,5,1,0,0.9871,w,1,0,0,3,-0.47923,7.135135135,5.678571429,Bayer Leverkusen,0.3174,1.79663,-2.0129
Bundesliga,2014,h,3.81979,0.35348,3.81979,0.35348,9,2,4,0,2.9553,w,1,0,0,3,3.46631,5.575,10,Bayer Leverkusen,-0.18021,0.35348,-0.0447
Bundesliga,2014,a,0.970257,2.21349,0.970257,0.697936,5,3,3,2,0.4237,w,1,0,0,3,0.272321,7.275,3.806451613,Bayer Leverkusen,-2.029743,0.21349,-2.5763
Bundesliga,2014,h,2.60733,0.326006,2.60733,0.326006,5,0,4,0,2.8103,w,1,0,0,3,2.281324,6.36,8,Bayer Leverkusen,-1.39267,0.326006,-0.1897
Bundesliga,2014,a,1.19204,1.30026,0.434259,1.30026,3,7,1,1,1.2784,d,0,1,0,1,-0.866001,6.133333333,7.678571429,Bayer Leverkusen,0.19204,0.30026,0.2784
Bundesliga,2014,h,1.12021,1.20915,1.12021,1.20915,8,1,2,0,1.2432,w,1,0,0,3,-0.08894,5.061538462,4.875,Bayer Leverkusen,-0.87979,1.20915,-1.7568
Bundesliga,2014,a,0.58536,2.05603,0.58536,2.05603,6,4,0,3,0.3496,l,0,0,1,0,-1.47067,6.075,8.083333333,Bayer Leverkusen,0.58536,-0.94397,0.3496
Bundesliga,2014,h,1.17358,0.692454,1.17358,0.692454,6,6,2,0,1.7756,w,1,0,0,3,0.481126,2.810810811,4.536585366,Bayer Leverkusen,-0.82642,0.692454,-1.2244
Bundesliga,2014,a,0.836413,1.11352,0.836413,1.11352,6,1,1,2,1.0672,l,0,0,1,0,-0.277107,4.045454545,9.925925926,Bayer Leverkusen,-0.163587,-0.88648,1.0672
Bundesliga,2014,h,1.52873,0.280777,1.52873,0.280777,6,2,2,0,2.5132,w,1,0,0,3,1.247953,6.588235294,5.739130435,Hoffenheim,-0.47127,0.280777,-0.4868
Bundesliga,2014,a,1.29948,2.51429,1.29948,2.51429,2,5,1,1,0.5448,d,0,1,0,1,-1.21481,4.585365854,4.888888889,Hoffenheim,0.29948,1.51429,-0.4552
Bundesliga,2014,h,1.15845,1.63553,1.15845,1.63553,10,6,1,1,0.9943,d,0,1,0,1,-0.47708,6.307692308,12.2,Hoffenheim,0.15845,0.63553,-0.0057
Bundesliga,2014,a,1.15033,1.32987,1.15033,1.32987,5,9,2,0,1.2352,w,1,0,0,3,-0.17954,10.38709677,3.647058824,Hoffenheim,-0.84967,1.32987,-1.7648
Bundesliga,2014,h,1.81502,2.44871,1.81502,1.69094,5,3,3,3,0.8589,d,0,1,0,1,0.12408,4.228571429,11.26086957,Hoffenheim,-1.18498,-0.55129,-0.1411
Bundesliga,2014,a,1.08667,0.614332,1.08667,0.614332,2,5,0,0,1.7661,d,0,1,0,1,0.472338,11.44827586,9.142857143,Hoffenheim,1.08667,0.614332,0.7661
Bundesliga,2014,h,3.2287,0.847395,3.2287,0.847395,9,7,2,1,2.729,w,1,0,0,3,2.381305,9.421052632,11.27777778,Hoffenheim,1.2287,-0.152605,-0.271
Bundesliga,2014,a,1.55868,1.82378,1.55868,1.82378,3,6,1,1,1.1552,d,0,1,0,1,-0.2651,7.971428571,5.178571429,Hoffenheim,0.55868,0.82378,0.1552
Bundesliga,2014,h,1.5035,0.673226,0.745723,0.673226,6,4,1,0,2.1241,w,1,0,0,3,0.072497,5.1,12.36842105,Hoffenheim,0.5035,0.673226,-0.8759
Bundesliga,2014,a,0.646539,2.46276,0.646539,2.46276,5,10,1,3,0.2628,l,0,0,1,0,-1.816221,8.225806452,10.0625,Hoffenheim,-0.353461,-0.53724,0.2628
Bundesliga,2014,h,1.19994,1.30702,1.19994,1.30702,11,2,3,4,1.1924,l,0,0,1,0,-0.10708,5.730769231,24.06666667,Hoffenheim,-1.80006,-2.69298,1.1924
Bundesliga,2014,a,1.38014,2.08656,1.38014,2.08656,6,12,0,4,0.9028,l,0,0,1,0,-0.70642,9,5.88,Hoffenheim,1.38014,-1.91344,0.9028
Bundesliga,2014,h,1.99562,1.81072,1.99562,1.81072,7,7,4,3,1.5046,w,1,0,0,3,0.1849,6.704545455,3.382352941,Hoffenheim,-2.00438,-1.18928,-1.4954
Bundesliga,2014,a,0.202706,1.58062,0.202706,1.58062,0,9,0,1,0.2888,l,0,0,1,0,-1.377914,8.214285714,5.87804878,Hoffenheim,0.202706,0.58062,0.2888
Bundesliga,2014,h,3.32968,2.42804,3.32968,2.42804,10,12,3,2,1.9869,w,1,0,0,3,0.90164,6.194444444,5.793103448,Hoffenheim,0.32968,0.42804,-1.0131
Bundesliga,2014,h,0.443131,2.17898,0.443131,2.17898,4,13,0,1,0.2459,l,0,0,1,0,-1.735849,4.333333333,3.931034483,Hoffenheim,0.443131,1.17898,0.2459
Bundesliga,2014,a,3.62858,0.706377,2.11303,0.706377,7,6,5,0,2.9365,w,1,0,0,3,1.406653,4.868421053,6.727272727,Hoffenheim,-1.37142,0.706377,-0.0635
Bundesliga,2014,a,0.609254,2.39464,0.609254,2.39464,10,2,1,3,0.2862,l,0,0,1,0,-1.785386,8.416666667,4.958333333,Hoffenheim,-0.390746,-0.60536,0.2862
Bundesliga,2014,h,1.33156,0.576349,1.33156,0.576349,8,5,1,2,2.0321,l,0,0,1,0,0.755211,3.892857143,8.054054054,Hoffenheim,0.33156,-1.423651,2.0321
Bundesliga,2014,a,1.39639,1.37453,1.39639,1.37453,6,4,0,3,1.3599,l,0,0,1,0,0.02186,7.925,6.461538462,Hoffenheim,1.39639,-1.62547,1.3599
Bundesliga,2014,h,1.20262,0.1911,1.20262,0.1911,6,0,2,1,2.2613,w,1,0,0,3,1.01152,5.416666667,4.909090909,Hoffenheim,-0.79738,-0.8089,-0.7387
Bundesliga,2014,a,0.565627,0.600548,0.565627,0.600548,6,2,1,1,1.2375,d,0,1,0,1,-0.034921,12.91666667,11.16666667,Hoffenheim,-0.434373,-0.399452,0.2375
Bundesliga,2014,h,2.25024,2.16818,2.25024,2.16818,7,7,2,0,1.4493,w,1,0,0,3,0.08206,9.173913043,8.965517241,Hoffenheim,0.25024,2.16818,-1.5507
Bundesliga,2014,a,1.9462,2.12473,1.9462,2.12473,7,8,1,3,1.2402,l,0,0,1,0,-0.17853,7.128205128,4.868421053,Hoffenheim,0.9462,-0.87527,1.2402
Bundesliga,2014,h,2.66878,0.438761,1.91101,0.438761,11,3,3,0,2.7766,w,1,0,0,3,1.472249,3.648648649,15.05,Hoffenheim,-0.33122,0.438761,-0.2234
Bundesliga,2014,a,0.267507,1.07174,0.267507,1.07174,3,7,0,0,0.5894,d,0,1,0,1,-0.804233,6.78125,7.138888889,Hoffenheim,0.267507,1.07174,-0.4106
Bundesliga,2014,h,2.32046,3.20249,2.32046,2.44471,7,6,1,4,0.8181,l,0,0,1,0,-0.12425,9.765957447,12.84210526,Hoffenheim,1.32046,-0.79751,0.8181
Bundesliga,2014,a,2.32029,2.55523,1.56251,1.79746,6,5,2,3,1.1818,l,0,0,1,0,-0.23495,6.608695652,13.95652174,Hoffenheim,0.32029,-0.44477,1.1818
Bundesliga,2014,h,0.668652,1.52453,0.668652,1.52453,3,14,0,2,0.6733,l,0,0,1,0,-0.855878,15.15384615,4.888888889,Hoffenheim,0.668652,-0.47547,0.6733
Bundesliga,2014,a,1.26477,1.30305,1.26477,0.545273,5,8,2,1,1.2797,w,1,0,0,3,0.719497,5.074074074,8.631578947,Hoffenheim,-0.73523,0.30305,-1.7203
Bundesliga,2014,h,1.6206,1.17707,1.6206,1.17707,6,6,1,1,1.7118,d,0,1,0,1,0.44353,5.023255814,9.47826087,Hoffenheim,0.6206,0.17707,0.7118
Bundesliga,2014,a,0.788645,0.906802,0.788645,0.906802,7,3,1,3,1.2453,l,0,0,1,0,-0.118157,4.486486486,8.709677419,Hoffenheim,-0.211355,-2.093198,1.2453
Bundesliga,2014,a,0.692454,1.17358,0.692454,1.17358,6,6,0,2,0.9122,l,0,0,1,0,-0.481126,4.536585366,2.810810811,Hoffenheim,0.692454,-0.82642,0.9122
Bundesliga,2014,h,0.893112,0.485545,0.893112,0.485545,5,2,2,1,1.735,w,1,0,0,3,0.407567,3.793103448,25.15789474,Hoffenheim,-1.106888,-0.514455,-1.265
Bundesliga,2014,a,0.280777,1.52873,0.280777,1.52873,2,6,0,2,0.31,l,0,0,1,0,-1.247953,5.739130435,6.588235294,Augsburg,0.280777,-0.47127,0.31
Bundesliga,2014,h,1.00422,2.30342,1.00422,2.30342,2,8,2,3,0.5541,l,0,0,1,0,-1.2992,9.041666667,13.81481481,Augsburg,-0.99578,-0.69658,0.5541
Bundesliga,2014,a,1.00028,0.845902,1.00028,0.845902,3,4,1,0,1.4833,w,1,0,0,3,0.154378,6.121212121,6.086956522,Augsburg,0.00028,0.845902,-1.5167
Bundesliga,2014,h,2.91201,2.02462,2.15423,1.26684,11,4,4,2,1.9732,w,1,0,0,3,0.88739,4.677419355,6.875,Augsburg,-1.08799,0.02462,-1.0268
Bundesliga,2014,a,0.571159,1.65235,0.571159,1.65235,4,6,0,1,0.48,l,0,0,1,0,-1.081191,5.571428571,6.125,Augsburg,0.571159,0.65235,0.48
Bundesliga,2014,h,1.25743,0.283655,0.499737,0.283655,3,1,1,0,2.3626,w,1,0,0,3,0.216082,3.916666667,7.166666667,Augsburg,0.25743,0.283655,-0.6374
Bundesliga,2014,a,0.666035,0.684001,0.666035,0.684001,5,4,0,1,1.2935,l,0,0,1,0,-0.017966,9.535714286,9.833333333,Augsburg,0.666035,-0.315999,1.2935
Bundesliga,2014,a,1.03873,1.06245,1.03873,1.06245,8,6,1,2,1.3243,l,0,0,1,0,-0.02372,11,9.4,Augsburg,0.03873,-0.93755,1.3243
