league,year,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,wins,draws,loses,pts,npxGD,ppda_coef,oppda_coef,team,xG_diff,xGA_diff,xpts_diff
Serie_A,2016,a,0.916538,0.771433,0.916538,0.771433,2,4,1,0,1.5376,w,1,0,0,3,0.145105,10.7826087,13.15384615,Sassuolo,-0.083462,0.771433,-1.4624
Serie_A,2016,h,2.00872,2.83627,2.00872,2.07497,3,4,1,3,0.8011,l,0,0,1,0,-0.06625,20.05263158,10.15789474,Sassuolo,1.00872,-0.16373,0.8011
Serie_A,2016,a,2.0648,1.62501,2.0648,1.62501,5,5,2,1,1.6875,w,1,0,0,3,0.43979,8.684210526,13.94117647,Sassuolo,0.0648,0.62501,-1.3125
Serie_A,2016,h,1.24336,2.24079,0.482102,1.47949,13,12,0,1,0.6151,l,0,0,1,0,-0.997388,5.684210526,6.75,Sassuolo,1.24336,1.24079,0.6151
Serie_A,2016,a,0.848716,1.25058,0.848716,1.25058,4,5,0,0,1.0085,d,0,1,0,1,-0.401864,4.48,6.518518519,Sassuolo,0.848716,1.25058,0.0085
Serie_A,2016,h,0.64108,1.36613,0.64108,1.36613,5,7,0,1,0.7167,l,0,0,1,0,-0.72505,8.571428571,8.03030303,Sassuolo,0.64108,0.36613,0.7167
Serie_A,2016,a,0.843526,2.39435,0.843526,2.39435,7,10,1,3,0.363,l,0,0,1,0,-1.550824,12.30434783,6.76,Sassuolo,-0.156474,-0.60565,0.363
Serie_A,2016,h,1.31718,1.01814,0.555886,1.01814,6,11,1,2,1.61,l,0,0,1,0,-0.462254,12.76190476,8.230769231,Sassuolo,0.31718,-0.98186,1.61
Serie_A,2016,a,1.08328,2.00136,1.08328,2.00136,3,7,1,1,0.7105,d,0,1,0,1,-0.91808,7.783783784,4.133333333,Sassuolo,0.08328,1.00136,-0.2895
Serie_A,2016,h,0.9903,0.829293,0.9903,0.829293,0,3,2,1,1.5101,w,1,0,0,3,0.161007,9.851851852,10,Sassuolo,-1.0097,-0.170707,-1.4899
Serie_A,2016,h,0.996939,2.68765,0.996939,2.68765,4,10,2,2,0.345,d,0,1,0,1,-1.690711,19.52380952,4.243243243,Sassuolo,-1.003061,0.68765,-0.655
Serie_A,2016,a,1.89742,2.32036,1.89742,1.55907,4,8,3,1,1.0905,w,1,0,0,3,0.33835,11.83333333,5.029411765,Sassuolo,-1.10258,1.32036,-1.9095
Serie_A,2016,h,2.09332,2.06362,1.33202,1.18343,10,7,2,2,1.3501,d,0,1,0,1,0.14859,5,5.896551724,Sassuolo,0.09332,0.06362,0.3501
Serie_A,2016,a,2.16401,1.17353,2.16401,1.17353,6,10,2,1,2.1538,w,1,0,0,3,0.99048,10.34782609,6,Sassuolo,0.16401,0.17353,-0.8462
Serie_A,2016,h,1.95344,0.506734,1.19214,0.506734,13,7,6,2,2.5392,w,1,0,0,3,0.685406,5.972222222,8.517241379,Sassuolo,-4.04656,-1.493266,-0.4608
Serie_A,2016,a,3.45582,2.54324,2.69452,2.54324,11,11,3,5,1.9766,l,0,0,1,0,0.15128,7.652173913,13.15789474,Sassuolo,0.45582,-2.45676,1.9766
Serie_A,2016,a,1.41716,1.08269,1.41716,1.08269,8,2,2,2,1.6194,d,0,1,0,1,0.33447,8.617647059,24.30769231,Napoli,-0.58284,-0.91731,0.6194
Serie_A,2016,h,2.78103,0.804413,2.78103,0.804413,6,3,4,2,2.7317,w,1,0,0,3,1.976617,11.40909091,18.78947368,Napoli,-1.21897,-1.195587,-0.2683
Serie_A,2016,a,1.89333,0.58528,1.89333,0.58528,9,0,3,0,2.376,w,1,0,0,3,1.30805,15.72727273,46.6,Napoli,-1.10667,0.58528,-0.624
Serie_A,2016,h,1.47652,0.312903,1.47652,0.312903,5,4,3,1,2.3228,w,1,0,0,3,1.163617,9.964285714,30.13333333,Napoli,-1.52348,-0.687097,-0.6772
Serie_A,2016,a,0.928776,0.838569,0.928776,0.838569,8,3,0,0,1.398,d,0,1,0,1,0.090207,6.722222222,11.62068966,Napoli,0.928776,0.838569,0.398
Serie_A,2016,h,0.644091,0.41855,0.644091,0.41855,12,4,2,0,1.4891,w,1,0,0,3,0.225541,16.27272727,16.66666667,Napoli,-1.355909,0.41855,-1.5109
Serie_A,2016,a,0.559123,1.57211,0.559123,1.57211,4,3,0,1,0.5325,l,0,0,1,0,-1.012987,6.857142857,12.10344828,Napoli,0.559123,0.57211,0.5325
Serie_A,2016,h,1.65517,1.81758,1.65517,1.81758,11,1,1,3,1.2524,l,0,0,1,0,-0.16241,14.4,16.11111111,Napoli,0.65517,-1.18242,1.2524
Serie_A,2016,a,2.32041,1.78468,2.32041,1.78468,5,6,2,1,1.7932,w,1,0,0,3,0.53573,8.230769231,9.129032258,Napoli,0.32041,0.78468,-1.2068
Serie_A,2016,h,3.89995,0.29497,3.89995,0.29497,7,5,2,0,2.9726,w,1,0,0,3,3.60498,5.891891892,25.07142857,Napoli,1.89995,0.29497,-0.0274
Serie_A,2016,a,0.904839,0.49027,0.904839,0.49027,5,5,1,2,1.7696,l,0,0,1,0,0.414569,13.59259259,12.39130435,Napoli,-0.095161,-1.50973,1.7696
Serie_A,2016,h,0.713297,0.414383,0.713297,0.414383,8,4,1,1,1.5653,d,0,1,0,1,0.298914,8.03125,16.38461538,Napoli,-0.286703,-0.585617,0.5653
Serie_A,2016,a,1.77046,0.336535,1.77046,0.336535,7,2,2,1,2.5817,w,1,0,0,3,1.433925,9.421052632,24.35,Napoli,-0.22954,-0.663465,-0.4183
Serie_A,2016,h,1.23939,0.520212,1.23939,0.520212,5,1,1,1,2.0255,d,0,1,0,1,0.719178,5.516129032,18.25,Napoli,0.23939,-0.479788,1.0255
Serie_A,2016,h,1.76933,1.12104,1.76933,1.12104,9,5,3,0,1.8517,w,1,0,0,3,0.64829,13.86363636,10.10810811,Napoli,-1.23067,1.12104,-1.1483
Serie_A,2016,a,3.82193,0.215274,3.82193,0.215274,11,2,5,0,2.9607,w,1,0,0,3,3.606656,9.5,22.6,Napoli,-1.17807,0.215274,-0.0393
Serie_A,2016,h,3.96164,2.44594,3.20035,1.68464,13,4,5,3,2.396,w,1,0,0,3,1.51571,12.57894737,24.47368421,Napoli,-1.03836,-0.55406,-0.604
Serie_A,2016,a,2.00595,0.853715,1.24465,0.853715,4,5,3,3,2.2975,d,0,1,0,1,0.390935,16,14.73076923,Napoli,-0.99405,-2.146285,1.2975
Serie_A,2016,h,2.69988,0.884655,2.69988,0.884655,14,3,2,1,2.5572,w,1,0,0,3,1.815225,4.714285714,10.41463415,Napoli,0.69988,-0.115345,-0.4428
Serie_A,2016,h,3.42773,1.25032,3.42773,0.489021,9,2,3,1,2.6391,w,1,0,0,3,2.938709,8.260869565,17.64,Napoli,0.42773,0.25032,-0.3609
Serie_A,2016,a,1.55269,0.97198,1.55269,0.97198,6,6,2,1,1.8474,w,1,0,0,3,0.58071,11.15384615,10.79310345,Napoli,-0.44731,-0.02802,-1.1526
Serie_A,2016,h,1.809,0.143541,1.809,0.143541,10,0,1,1,2.6728,d,0,1,0,1,1.665459,5.103448276,47.14285714,Napoli,0.809,-0.856459,1.6728
Serie_A,2016,a,2.23611,1.86641,2.23611,1.10511,8,2,7,1,1.6387,w,1,0,0,3,1.131,25.15384615,15.96,Napoli,-4.76389,0.86641,-1.3613
Serie_A,2016,h,1.88294,0.115042,1.88294,0.115042,8,0,2,0,2.7216,w,1,0,0,3,1.767898,8.928571429,16.40909091,Napoli,-0.11706,0.115042,-0.2784
Serie_A,2016,a,1.27403,0.957971,1.27403,0.957971,8,5,3,1,1.6202,w,1,0,0,3,0.316059,7.125,18.52,Napoli,-1.72597,-0.042029,-1.3798
Serie_A,2016,h,1.15396,0.997,1.15396,0.997,7,2,0,2,1.4534,l,0,0,1,0,0.15696,7.153846154,18.80952381,Napoli,1.15396,-1.003,1.4534
Serie_A,2016,a,1.73768,1.25976,1.73768,1.25976,2,16,2,1,1.7785,w,1,0,0,3,0.47792,11.18518519,10.52,Napoli,-0.26232,0.25976,-1.2215
Serie_A,2016,h,3.48367,0.247221,1.96107,0.247221,12,1,3,0,2.948,w,1,0,0,3,1.713849,3.851851852,46.30769231,Napoli,0.48367,0.247221,-0.052
Serie_A,2016,a,2.03736,1.3559,0.504887,0.594602,5,4,3,2,1.9691,w,1,0,0,3,-0.089715,11.25,11.93939394,Napoli,-0.96264,-0.6441,-1.0309
Serie_A,2016,h,1.3581,0.468268,1.3581,0.468268,8,3,1,1,2.1123,d,0,1,0,1,0.889832,10.09090909,20.27777778,Napoli,0.3581,-0.531732,1.1123
Serie_A,2016,a,2.11338,1.13869,2.11338,1.13869,9,8,3,0,2.136,w,1,0,0,3,0.97469,14.40909091,21.2,Napoli,-0.88662,1.13869,-0.864
Serie_A,2016,h,1.50729,0.417001,1.50729,0.417001,5,2,3,0,2.283,w,1,0,0,3,1.090289,8.782608696,49.8,Napoli,-1.49271,0.417001,-0.717
Serie_A,2016,a,2.68765,0.996939,2.68765,0.996939,10,4,2,2,2.5005,d,0,1,0,1,1.690711,4.243243243,19.52380952,Napoli,0.68765,-1.003061,1.5005
Serie_A,2016,a,1.58536,0.380576,1.58536,0.380576,8,2,1,0,2.3389,w,1,0,0,3,1.204784,13.95238095,14.61904762,Napoli,0.58536,0.380576,-0.6611
Serie_A,2016,h,2.69734,0.587871,2.69734,0.587871,9,2,3,1,2.6595,w,1,0,0,3,2.109469,10,46.18181818,Napoli,-0.30266,-0.412129,-0.3405
Serie_A,2016,a,2.32753,0.375792,2.32753,0.375792,14,4,5,0,2.6635,w,1,0,0,3,1.951738,11.07142857,19.9047619,Napoli,-2.67247,0.375792,-0.3365
Serie_A,2016,h,4.33743,0.640954,4.33743,0.640954,8,1,4,1,2.956,w,1,0,0,3,3.696476,15,20.58823529,Napoli,0.33743,-0.359046,-0.044
Serie_A,2016,a,1.84052,1.19571,1.84052,1.19571,12,6,4,2,1.8461,w,1,0,0,3,0.64481,6.4375,17.48148148,Napoli,-2.15948,-0.80429,-1.1539
Serie_A,2016,a,1.01715,0.778083,1.01715,0.778083,4,4,0,2,1.5525,l,0,0,1,0,0.239067,6.68,11.17142857,Inter,1.01715,-1.221917,1.5525
Serie_A,2016,h,1.94441,0.544244,1.94441,0.544244,7,1,1,1,2.4089,d,0,1,0,1,1.400166,4.357142857,11.0625,Inter,0.94441,-0.455756,1.4089
Serie_A,2016,a,1.70313,1.52585,1.70313,1.52585,8,3,2,1,1.4789,w,1,0,0,3,0.17728,6.228571429,13.28,Inter,-0.29687,0.52585,-1.5211
Serie_A,2016,h,0.746577,1.24154,0.746577,1.24154,8,3,2,1,0.8719,w,1,0,0,3,-0.494963,13.4,8.75,Inter,-1.253423,0.24154,-2.1281
Serie_A,2016,a,1.89478,0.437207,1.89478,0.437207,5,4,2,0,2.4999,w,1,0,0,3,1.457573,10.79310345,9.576923077,Inter,-0.10522,0.437207,-0.5001
Serie_A,2016,h,1.37159,0.551483,1.37159,0.551483,8,4,1,1,2.0368,d,0,1,0,1,0.820107,5.236842105,14.45454545,Inter,0.37159,-0.448517,1.0368
Serie_A,2016,a,1.17527,2.39527,1.17527,2.39527,7,3,1,2,0.6044,l,0,0,1,0,-1.22,8,16.38888889,Inter,0.17527,0.39527,0.6044
Serie_A,2016,h,2.61615,1.4579,1.85485,1.4579,10,1,1,2,2.2633,l,0,0,1,0,0.39695,8.3,13.85714286,Inter,1.61615,-0.5421,2.2633
Serie_A,2016,a,0.235632,2.3909,0.235632,1.6296,2,5,1,2,0.069,l,0,0,1,0,-1.393968,9.185185185,8.454545455,Inter,-0.764368,0.3909,0.069
Serie_A,2016,h,2.39829,0.547634,2.39829,0.547634,12,3,2,1,2.6868,w,1,0,0,3,1.850656,9.709677419,11.68181818,Inter,0.39829,-0.452366,-0.3132
Serie_A,2016,a,2.47165,0.821852,2.47165,0.821852,5,4,0,1,2.5201,l,0,0,1,0,1.649798,11.9047619,8.636363636,Inter,2.47165,-0.178148,2.5201
Serie_A,2016,h,2.49682,0.248518,1.73552,0.248518,4,1,3,0,2.832,w,1,0,0,3,1.487002,2.878787879,30.54545455,Inter,-0.50318,0.248518,-0.168
Serie_A,2016,a,1.59912,0.652106,1.59912,0.652106,10,1,2,2,2.1333,d,0,1,0,1,0.947014,4.5,9.1,Inter,-0.40088,-1.347894,1.1333
Serie_A,2016,h,3.58331,0.819314,3.58331,0.819314,12,4,4,2,2.8146,w,1,0,0,3,2.763996,7,6.448275862,Inter,-0.41669,-1.180686,-0.1854
Serie_A,2016,a,1.12104,1.76933,1.12104,1.76933,5,9,0,3,0.9025,l,0,0,1,0,-0.64829,10.10810811,13.86363636,Inter,1.12104,-1.23067,0.9025
Serie_A,2016,h,0.848838,1.01464,0.848838,1.01464,2,3,2,0,1.1978,w,1,0,0,3,-0.165802,9.740740741,13.15789474,Inter,-1.151162,1.01464,-1.8022
Serie_A,2016,a,2.31308,0.574257,2.31308,0.574257,8,8,1,0,2.5565,w,1,0,0,3,1.738823,5.617647059,12.0952381,Inter,1.31308,0.574257,-0.4435
Serie_A,2016,h,1.03142,0.557926,1.03142,0.557926,6,5,3,0,1.7558,w,1,0,0,3,0.473494,4.958333333,9.818181818,Inter,-1.96858,0.557926,-1.2442
Serie_A,2016,a,1.26519,1.33028,1.26519,1.33028,4,5,2,1,1.3129,w,1,0,0,3,-0.06509,4.323529412,12.56,Inter,-0.73481,0.33028,-1.6871
Serie_A,2016,h,2.95782,0.339844,2.95782,0.339844,15,2,3,1,2.8442,w,1,0,0,3,2.617976,4.666666667,15.35294118,Inter,-0.04218,-0.660156,-0.1558
Serie_A,2016,a,1.83761,0.292892,1.83761,0.292892,12,1,1,0,2.5976,w,1,0,0,3,1.544718,5.785714286,8.5,Inter,0.83761,0.292892,-0.4024
Serie_A,2016,h,3.12652,0.53762,3.12652,0.53762,8,1,3,0,2.8824,w,1,0,0,3,2.5889,6.314285714,13.09090909,Inter,0.12652,0.53762,-0.1176
Serie_A,2016,a,0.75887,1.07568,0.75887,1.07568,2,6,0,1,1.0442,l,0,0,1,0,-0.31681,8.285714286,11,Inter,0.75887,0.07568,1.0442
Serie_A,2016,h,3.08595,0.435897,3.08595,0.435897,14,4,2,0,2.8964,w,1,0,0,3,2.650053,8.088235294,10.22727273,Inter,1.08595,0.435897,-0.1036
Serie_A,2016,a,2.14631,0.773628,2.14631,0.773628,3,7,1,0,2.5142,w,1,0,0,3,1.372682,5.257142857,6.705882353,Inter,1.14631,0.773628,-0.4858
Serie_A,2016,h,1.34431,1.53335,1.34431,0.772047,8,5,1,3,1.1413,l,0,0,1,0,0.572263,9.476190476,6.625,Inter,0.34431,-1.46665,1.1413
Serie_A,2016,a,2.29417,0.953042,1.53288,0.953042,13,4,5,1,2.3367,w,1,0,0,3,0.579838,5.896551724,13.47619048,Inter,-2.70583,-0.046958,-0.6633
Serie_A,2016,h,2.83767,0.82197,2.07637,0.82197,7,4,7,1,2.6852,w,1,0,0,3,1.2544,10.8,9.375,Inter,-4.16233,-0.17803,-0.3148
Serie_A,2016,a,1.75154,1.12122,1.75154,1.12122,14,4,2,2,1.8506,d,0,1,0,1,0.63032,7.2,6.939393939,Inter,-0.24846,-0.87878,0.8506
Serie_A,2016,h,1.85477,2.38881,1.85477,1.62752,6,2,1,2,0.9073,l,0,0,1,0,0.22725,11.04347826,7.266666667,Inter,0.85477,0.38881,0.9073
Serie_A,2016,a,1.90585,2.01501,1.90585,1.25371,5,4,1,2,1.2817,l,0,0,1,0,0.65214,4.15,13.33333333,Inter,0.90585,0.01501,1.2817
Serie_A,2016,h,1.51555,1.64887,1.51555,1.64887,7,7,2,2,1.2597,d,0,1,0,1,-0.13332,11.35714286,6.148148148,Inter,-0.48445,-0.35113,0.2597
Serie_A,2016,a,1.58463,2.33379,1.58463,1.57249,3,7,4,5,0.8251,l,0,0,1,0,0.01214,15.33333333,13.13043478,Inter,-2.41537,-2.66621,0.8251
Serie_A,2016,h,0.380576,1.58536,0.380576,1.58536,2,8,0,1,0.4375,l,0,0,1,0,-1.204784,14.61904762,13.95238095,Inter,0.380576,0.58536,0.4375
Serie_A,2016,a,1.33836,1.25833,0.577057,1.25833,2,6,0,1,1.4324,l,0,0,1,0,-0.681273,5.363636364,20,Inter,1.33836,0.25833,1.4324
Serie_A,2016,h,1.17353,2.16401,1.17353,2.16401,10,6,1,2,0.6301,l,0,0,1,0,-0.99048,6,10.34782609,Inter,0.17353,0.16401,0.6301
Serie_A,2016,a,1.58862,1.14821,1.58862,0.387035,9,5,3,1,1.7386,w,1,0,0,3,1.201585,12.86956522,11.20833333,Inter,-1.41138,0.14821,-1.2614
Serie_A,2016,h,3.44437,2.68963,3.44437,2.68963,10,8,5,2,1.848,w,1,0,0,3,0.75474,10.73913043,31.58333333,Inter,-1.55563,0.68963,-1.152
Serie_A,2016,h,1.54669,1.80658,1.54669,1.80658,9,3,3,4,1.1199,l,0,0,1,0,-0.25989,11.58333333,14.04347826,Atalanta,-1.45331,-2.19342,1.1199
Serie_A,2016,a,0.314303,0.933904,0.314303,0.172605,1,1,1,2,0.558,l,0,0,1,0,0.141698,11.75,7.6875,Atalanta,-0.685697,-1.066096,0.558
Serie_A,2016,h,2.47685,0.648686,1.71555,0.648686,5,5,2,1,2.6021,w,1,0,0,3,1.066864,8.409090909,6.36,Atalanta,0.47685,-0.351314,-0.3979
Serie_A,2016,a,1.02015,1.03866,0.258851,1.03866,4,3,0,3,1.3973,l,0,0,1,0,-0.779809,5.53125,10.16,Atalanta,1.02015,-1.96134,1.3973
Serie_A,2016,h,1.6265,1.04637,1.6265,1.04637,4,2,0,1,1.8171,l,0,0,1,0,0.58013,7.064516129,8.458333333,Atalanta,1.6265,0.04637,1.8171
Serie_A,2016,a,2.1441,0.659193,2.1441,0.659193,4,5,3,1,2.5311,w,1,0,0,3,1.484907,13.9,8.466666667,Atalanta,-0.8559,-0.340807,-0.4689
Serie_A,2016,h,1.57211,0.559123,1.57211,0.559123,3,4,1,0,2.241,w,1,0,0,3,1.012987,12.10344828,6.857142857,Atalanta,0.57211,0.559123,-0.759
Serie_A,2016,a,0.93609,1.36172,0.93609,1.36172,7,7,0,0,0.9967,d,0,1,0,1,-0.42563,17.8,7.782608696,Atalanta,0.93609,1.36172,-0.0033
Serie_A,2016,h,2.3909,0.235632,1.6296,0.235632,5,2,2,1,2.8788,w,1,0,0,3,1.393968,8.454545455,9.185185185,Atalanta,0.3909,-0.764368,-0.1212
Serie_A,2016,a,0.665026,0.22903,0.665026,0.22903,1,2,1,0,1.7653,w,1,0,0,3,0.435996,10.17857143,12.56,Atalanta,-0.334974,0.22903,-1.2347
Serie_A,2016,h,1.30193,0.801499,1.30193,0.801499,6,8,3,0,1.7708,w,1,0,0,3,0.500431,10.04347826,7.260869565,Atalanta,-1.69807,0.801499,-1.2292
Serie_A,2016,a,1.3028,1.04128,1.3028,1.04128,4,3,3,0,1.5918,w,1,0,0,3,0.26152,9.25,11.0952381,Atalanta,-1.6972,1.04128,-1.4082
Serie_A,2016,h,1.6764,1.54094,0.915097,0.77964,12,7,2,1,1.4458,w,1,0,0,3,0.135457,6.621621622,6.892857143,Atalanta,-0.3236,0.54094,-1.5542
Serie_A,2016,a,1.31773,0.272072,1.31773,0.272072,4,1,2,0,2.2941,w,1,0,0,3,1.045658,14.61111111,12.42105263,Atalanta,-0.68227,0.272072,-0.7059
Serie_A,2016,a,0.345085,1.01442,0.345085,1.01442,0,5,1,3,0.6491,l,0,0,1,0,-0.669335,9.5,5.585365854,Atalanta,-0.654915,-1.98558,0.6491
Serie_A,2016,h,2.6581,1.03664,2.6581,1.03664,8,1,1,3,2.4703,l,0,0,1,0,1.62146,4.851851852,22.53333333,Atalanta,1.6581,-1.96336,2.4703
Serie_A,2016,a,0.603853,0.494299,0.603853,0.494299,5,6,0,0,1.3949,d,0,1,0,1,0.109554,8.555555556,3.625,Atalanta,0.603853,0.494299,0.3949
Serie_A,2016,h,3.38037,0.108162,3.38037,0.108162,13,1,2,1,2.9558,w,1,0,0,3,3.272208,4.918918919,19.125,Atalanta,1.38037,-0.891838,-0.0442
Serie_A,2016,a,4.06123,0.758192,4.06123,0.758192,13,1,4,1,2.9197,w,1,0,0,3,3.303038,19.3125,11.58333333,Atalanta,0.06123,-0.241808,-0.0803
Serie_A,2016,a,0.372432,2.00872,0.372432,1.24743,2,15,1,2,0.2233,l,0,0,1,0,-0.874998,11.33333333,4.98,Atalanta,-0.627568,0.00872,0.2233
Serie_A,2016,h,1.73684,1.08644,0.975545,1.08644,4,3,1,0,1.9056,w,1,0,0,3,-0.110895,8.36,8.192307692,Atalanta,0.73684,1.08644,-1.0944
Serie_A,2016,a,1.02846,0.740633,1.02846,0.740633,14,2,1,1,1.5711,d,0,1,0,1,0.287827,6,8.344827586,Atalanta,0.02846,-0.259367,0.5711
Serie_A,2016,h,1.75604,0.144194,1.75604,0.144194,3,3,2,0,2.6781,w,1,0,0,3,1.611846,5.868421053,8.382352941,Atalanta,-0.24396,0.144194,-0.3219
Serie_A,2016,a,2.60419,0.744515,2.60419,0.744515,9,4,3,1,2.5716,w,1,0,0,3,1.859675,7.481481481,16.04,Atalanta,-0.39581,-0.255485,-0.4284
Serie_A,2016,h,1.87331,0.178478,1.87331,0.178478,3,3,1,0,2.67,w,1,0,0,3,1.694832,7.130434783,7.538461538,Atalanta,0.87331,0.178478,-0.33
Serie_A,2016,a,0.997,1.15396,0.997,1.15396,2,7,2,0,1.2218,w,1,0,0,3,-0.15696,18.80952381,7.153846154,Atalanta,-1.003,1.15396,-1.7782
Serie_A,2016,h,1.12297,0.702152,1.12297,0.702152,6,4,0,0,1.734,d,0,1,0,1,0.420818,6.512195122,9.363636364,Atalanta,1.12297,0.702152,0.734
Serie_A,2016,a,0.82197,2.83767,0.82197,2.07637,4,7,1,7,0.2135,l,0,0,1,0,-1.2544,9.375,10.8,Atalanta,-0.17803,-4.16233,0.2135
Serie_A,2016,h,2.49319,0.304392,2.49319,0.304392,12,4,3,0,2.7661,w,1,0,0,3,2.188798,7.034482759,8.461538462,Atalanta,-0.50681,0.304392,-0.2339
Serie_A,2016,a,3.93791,0.230489,3.17661,0.230489,11,6,5,0,2.9738,w,1,0,0,3,2.946121,6.56,19.88888889,Atalanta,-1.06209,0.230489,-0.0262
Serie_A,2016,h,2.00136,1.08328,2.00136,1.08328,7,3,1,1,2.0434,d,0,1,0,1,0.91808,4.133333333,7.783783784,Atalanta,1.00136,0.08328,1.0434
Serie_A,2016,a,0.303399,1.45462,0.303399,1.45462,6,16,1,1,0.3972,d,0,1,0,1,-1.151221,13.57692308,9.266666667,Atalanta,-0.696601,0.45462,-0.6028
Serie_A,2016,h,1.58238,1.19908,1.58238,1.19908,10,2,3,2,1.6883,w,1,0,0,3,0.3833,12.80952381,6.757575758,Atalanta,-1.41762,-0.80092,-1.3117
Serie_A,2016,h,2.20698,1.38915,2.20698,1.38915,1,9,2,2,2.0354,d,0,1,0,1,0.81783,14.84,5.9,Atalanta,0.20698,-0.61085,1.0354
Serie_A,2016,a,0.823184,1.03938,0.823184,1.03938,5,5,1,1,1.09,d,0,1,0,1,-0.216196,7.333333333,6.43902439,Atalanta,-0.176816,0.03938,0.09
Serie_A,2016,h,1.66609,0.957626,1.66609,0.957626,14,6,1,1,2.001,d,0,1,0,1,0.708464,12.15384615,13,Atalanta,0.66609,-0.042374,1.001
Serie_A,2016,a,1.28253,0.782484,1.28253,0.782484,12,10,1,0,1.78,w,1,0,0,3,0.500046,8.695652174,14.14285714,Atalanta,0.28253,0.782484,-1.22
Serie_A,2016,h,1.44277,0.726317,1.44277,0.726317,9,5,1,0,1.9583,w,1,0,0,3,0.716453,6.685714286,19.7,Atalanta,0.44277,0.726317,-1.0417
Serie_A,2016,h,0.934821,1.04646,0.934821,1.04646,2,4,0,1,1.2547,l,0,0,1,0,-0.111639,9.777777778,4.968253968,Empoli,0.934821,0.04646,1.2547
Serie_A,2016,a,1.18302,0.912097,1.18302,0.912097,2,3,0,2,1.5825,l,0,0,1,0,0.270923,5,8.264705882,Empoli,1.18302,-1.087903,1.5825
Serie_A,2016,h,0.636904,0.521587,0.636904,0.521587,2,4,2,1,1.3904,w,1,0,0,3,0.115317,7.03125,10.58333333,Empoli,-1.363096,-0.478413,-1.6096
Serie_A,2016,a,0.184549,0.718392,0.184549,0.718392,4,5,0,0,0.6757,d,0,1,0,1,-0.533843,10.35,7.41025641,Empoli,0.184549,0.718392,-0.3243
Serie_A,2016,h,0.437207,1.89478,0.437207,1.89478,4,5,0,2,0.3306,l,0,0,1,0,-1.457573,9.576923077,10.79310345,Empoli,0.437207,-0.10522,0.3306
Serie_A,2016,a,1.03563,1.91368,1.03563,1.91368,5,13,0,2,0.7148,l,0,0,1,0,-0.87805,9.2,9.066666667,Empoli,1.03563,-0.08632,0.7148
Serie_A,2016,h,0.310516,4.15533,0.310516,4.15533,2,6,0,3,0.0146,l,0,0,1,0,-3.844814,8.777777778,4.875,Empoli,0.310516,1.15533,0.0146
Serie_A,2016,a,0.0947143,0.287766,0.0947143,0.287766,6,7,0,0,0.8995,d,0,1,0,1,-0.1930517,6.75862069,11.77777778,Empoli,0.0947143,0.287766,-0.1005
Serie_A,2016,h,0.445783,1.014,0.445783,1.014,2,3,0,0,0.7708,d,0,1,0,1,-0.568217,6.21875,5.846153846,Empoli,0.445783,1.014,-0.2292
Serie_A,2016,a,0.29497,3.89995,0.29497,3.89995,5,7,0,2,0.0161,l,0,0,1,0,-3.60498,25.07142857,5.891891892,Empoli,0.29497,1.89995,0.0161
Serie_A,2016,h,0.326558,1.44104,0.326558,1.44104,4,15,0,0,0.4716,d,0,1,0,1,-1.114482,10.5,5.166666667,Empoli,0.326558,1.44104,-0.5284
Serie_A,2016,a,2.50908,2.53565,2.50908,2.53565,9,13,4,0,1.3751,w,1,0,0,3,-0.02657,10.64,6.333333333,Empoli,-1.49092,2.53565,-1.6249
Serie_A,2016,h,0.773104,3.89131,0.773104,3.13001,8,4,0,4,0.0782,l,0,0,1,0,-2.356906,9.84375,11.79166667,Empoli,0.773104,-0.10869,0.0782
Serie_A,2016,h,1.52699,0.781264,1.52699,0.781264,11,7,1,4,1.9837,l,0,0,1,0,0.745726,14.5862069,10.66666667,Empoli,0.52699,-3.218736,1.9837
Serie_A,2016,a,1.20881,2.75094,1.20881,1.22834,13,4,0,3,0.3268,l,0,0,1,0,-0.01953,6.206896552,8.405405405,Empoli,1.20881,-0.24906,0.3268
Serie_A,2016,a,0.0997513,1.3582,0.0997513,1.3582,0,5,0,0,0.3148,d,0,1,0,1,-1.2584487,10.22727273,5.413043478,Empoli,0.0997513,1.3582,-0.6852
Serie_A,2016,h,0.784596,1.43479,0.784596,0.663934,3,6,2,0,0.7012,w,1,0,0,3,0.120662,8.558823529,6.964285714,Empoli,-1.215404,1.43479,-2.2988
Serie_A,2016,a,0.108162,3.38037,0.108162,3.38037,1,13,1,2,0.0242,l,0,0,1,0,-3.272208,19.125,4.918918919,Empoli,-0.891838,1.38037,0.0242
Serie_A,2016,h,0.901728,0.516544,0.140509,0.516544,1,10,1,0,1.8437,w,1,0,0,3,-0.376035,9.863636364,8.53125,Empoli,-0.098272,0.516544,-1.1563
Serie_A,2016,a,1.32527,1.14331,0.478457,1.14331,5,6,0,0,1.5192,d,0,1,0,1,-0.664853,9.4,6.296296296,Empoli,1.32527,1.14331,0.5192
Serie_A,2016,h,0.315683,0.938473,0.315683,0.938473,3,6,1,0,0.6641,w,1,0,0,3,-0.62279,10,7.722222222,Empoli,-0.684317,0.938473,-2.3359
